"Time (sec.)"	"Cycles"	"P1"
92.873684000	92873684	127.000000000
92.939236000	92939236	63.000000000
93.004772000	93004772	37.000000000
93.070324000	93070324	17.000000000
93.135419000	93135419	0.000000000
93.201395000	93201395	17.000000000
93.266915000	93266915	37.000000000
93.332451000	93332451	63.000000000
93.397973000	93397973	127.000000000
93.463491000	93463491	191.000000000
93.529027000	93529027	217.000000000
93.594563000	93594563	237.000000000
93.660099000	93660099	255.000000000
93.725635000	93725635	237.000000000
93.791171000	93791171	217.000000000
93.856707000	93856707	191.000000000
93.922259000	93922259	127.000000000
93.987811000	93987811	63.000000000
94.053347000	94053347	37.000000000
94.118899000	94118899	17.000000000
94.183994000	94183994	0.000000000
94.249972000	94249972	17.000000000
94.315492000	94315492	37.000000000
94.381028000	94381028	63.000000000
94.446550000	94446550	127.000000000
94.512068000	94512068	191.000000000
94.577604000	94577604	217.000000000
94.643140000	94643140	237.000000000
94.708676000	94708676	255.000000000
94.774212000	94774212	237.000000000
94.839748000	94839748	217.000000000
94.905284000	94905284	191.000000000
94.970836000	94970836	127.000000000
95.036388000	95036388	63.000000000
95.101924000	95101924	37.000000000
95.167476000	95167476	17.000000000
95.232571000	95232571	0.000000000
95.298547000	95298547	17.000000000
95.364067000	95364067	37.000000000
95.429603000	95429603	63.000000000
95.495125000	95495125	127.000000000
95.560643000	95560643	191.000000000
95.626179000	95626179	217.000000000
95.691715000	95691715	237.000000000
95.757251000	95757251	255.000000000
95.822787000	95822787	237.000000000
95.888323000	95888323	217.000000000
95.953859000	95953859	191.000000000
96.019411000	96019411	127.000000000
96.084963000	96084963	63.000000000
96.150499000	96150499	37.000000000
96.216051000	96216051	17.000000000
96.281146000	96281146	0.000000000
96.347124000	96347124	17.000000000
96.412644000	96412644	37.000000000
96.478180000	96478180	63.000000000
96.543702000	96543702	127.000000000
96.609220000	96609220	191.000000000
96.674756000	96674756	217.000000000
96.740292000	96740292	237.000000000
96.805828000	96805828	255.000000000
96.871364000	96871364	237.000000000
96.936900000	96936900	217.000000000
97.002436000	97002436	191.000000000
97.067988000	97067988	127.000000000
97.133540000	97133540	63.000000000
97.199076000	97199076	37.000000000
97.264628000	97264628	17.000000000
97.329723000	97329723	0.000000000
97.395699000	97395699	17.000000000
97.461219000	97461219	37.000000000
97.526755000	97526755	63.000000000
97.592277000	97592277	127.000000000
97.657795000	97657795	191.000000000
97.723331000	97723331	217.000000000
97.788867000	97788867	237.000000000
97.854403000	97854403	255.000000000
97.919939000	97919939	237.000000000
97.985475000	97985475	217.000000000
98.051011000	98051011	191.000000000
98.116563000	98116563	127.000000000
98.182115000	98182115	63.000000000
98.247651000	98247651	37.000000000
98.313203000	98313203	17.000000000
98.378298000	98378298	0.000000000
98.444276000	98444276	17.000000000
98.509796000	98509796	37.000000000
98.575332000	98575332	63.000000000
98.640854000	98640854	127.000000000
98.706372000	98706372	191.000000000
98.771908000	98771908	217.000000000
98.837444000	98837444	237.000000000
98.902980000	98902980	255.000000000
98.968516000	98968516	237.000000000
99.034052000	99034052	217.000000000
99.099588000	99099588	191.000000000
99.165140000	99165140	127.000000000
99.230692000	99230692	63.000000000
99.296228000	99296228	37.000000000
99.361780000	99361780	17.000000000
99.426875000	99426875	0.000000000
99.492851000	99492851	17.000000000
99.558371000	99558371	37.000000000
99.623907000	99623907	63.000000000
99.689429000	99689429	127.000000000
99.754947000	99754947	191.000000000
99.820483000	99820483	217.000000000
99.886019000	99886019	237.000000000
99.951555000	99951555	255.000000000
100.017091000	100017091	237.000000000
100.082627000	100082627	217.000000000
100.148163000	100148163	191.000000000
100.213715000	100213715	127.000000000
100.279267000	100279267	63.000000000
100.344803000	100344803	37.000000000
100.410355000	100410355	17.000000000
100.475450000	100475450	0.000000000
100.541428000	100541428	17.000000000
100.606948000	100606948	37.000000000
100.672484000	100672484	63.000000000
100.738006000	100738006	127.000000000
100.803524000	100803524	191.000000000
100.869060000	100869060	217.000000000
100.934596000	100934596	237.000000000
101.000132000	101000132	255.000000000
101.065668000	101065668	237.000000000
101.131204000	101131204	217.000000000
101.196740000	101196740	191.000000000
101.262292000	101262292	127.000000000
101.327844000	101327844	63.000000000
101.393380000	101393380	37.000000000
101.458932000	101458932	17.000000000
101.524027000	101524027	0.000000000
101.590003000	101590003	17.000000000
101.655523000	101655523	37.000000000
101.721059000	101721059	63.000000000
101.786581000	101786581	127.000000000
101.852099000	101852099	191.000000000
101.917635000	101917635	217.000000000
101.983171000	101983171	237.000000000
102.048707000	102048707	255.000000000
102.114243000	102114243	237.000000000
102.179779000	102179779	217.000000000
102.245315000	102245315	191.000000000
102.310867000	102310867	127.000000000
102.376419000	102376419	63.000000000
102.441955000	102441955	37.000000000
102.507507000	102507507	17.000000000
102.572602000	102572602	0.000000000
102.638580000	102638580	17.000000000
102.704100000	102704100	37.000000000
102.769636000	102769636	63.000000000
102.835158000	102835158	127.000000000
102.900676000	102900676	191.000000000
102.966212000	102966212	217.000000000
103.031748000	103031748	237.000000000
103.097284000	103097284	255.000000000
103.162820000	103162820	237.000000000
103.228356000	103228356	217.000000000
103.293892000	103293892	191.000000000
103.359444000	103359444	127.000000000
103.424996000	103424996	63.000000000
103.490532000	103490532	37.000000000
103.556084000	103556084	17.000000000
103.621179000	103621179	0.000000000
103.687155000	103687155	17.000000000
103.752675000	103752675	37.000000000
103.818211000	103818211	63.000000000
103.883733000	103883733	127.000000000
103.949251000	103949251	191.000000000
104.014787000	104014787	217.000000000
104.080323000	104080323	237.000000000
104.145859000	104145859	255.000000000
104.211395000	104211395	237.000000000
104.276931000	104276931	217.000000000
104.342467000	104342467	191.000000000
104.408019000	104408019	127.000000000
104.473571000	104473571	63.000000000
104.539107000	104539107	37.000000000
104.604659000	104604659	17.000000000
104.669754000	104669754	0.000000000
104.735732000	104735732	17.000000000
104.801252000	104801252	37.000000000
104.866788000	104866788	63.000000000
104.932310000	104932310	127.000000000
104.997828000	104997828	191.000000000
105.063364000	105063364	217.000000000
105.128900000	105128900	237.000000000
105.194436000	105194436	255.000000000
105.259972000	105259972	237.000000000
105.325508000	105325508	217.000000000
105.391044000	105391044	191.000000000
105.456596000	105456596	127.000000000
105.522148000	105522148	63.000000000
105.587684000	105587684	37.000000000
105.653236000	105653236	17.000000000
105.718331000	105718331	0.000000000
105.784307000	105784307	17.000000000
105.849827000	105849827	37.000000000
105.915363000	105915363	63.000000000
105.980885000	105980885	127.000000000
106.046403000	106046403	191.000000000
106.111939000	106111939	217.000000000
106.177475000	106177475	237.000000000
106.243011000	106243011	255.000000000
106.308547000	106308547	237.000000000
106.374083000	106374083	217.000000000
106.439619000	106439619	191.000000000
106.505171000	106505171	127.000000000
106.570723000	106570723	63.000000000
106.636259000	106636259	37.000000000
106.701811000	106701811	17.000000000
106.766906000	106766906	0.000000000
106.832884000	106832884	17.000000000
106.898404000	106898404	37.000000000
106.963940000	106963940	63.000000000
107.029462000	107029462	127.000000000
107.094980000	107094980	191.000000000
107.160516000	107160516	217.000000000
107.226052000	107226052	237.000000000
107.291588000	107291588	255.000000000
107.357124000	107357124	237.000000000
107.422660000	107422660	217.000000000
107.488196000	107488196	191.000000000
107.553748000	107553748	127.000000000
107.619300000	107619300	63.000000000
107.684836000	107684836	37.000000000
107.750388000	107750388	17.000000000
107.815483000	107815483	0.000000000
107.881459000	107881459	17.000000000
107.946979000	107946979	37.000000000
108.012515000	108012515	63.000000000
108.078037000	108078037	127.000000000
108.143555000	108143555	191.000000000
108.209091000	108209091	217.000000000
108.274627000	108274627	237.000000000
108.340163000	108340163	255.000000000
108.405699000	108405699	237.000000000
108.471235000	108471235	217.000000000
108.536771000	108536771	191.000000000
108.602323000	108602323	127.000000000
108.667875000	108667875	63.000000000
108.733411000	108733411	37.000000000
108.798963000	108798963	17.000000000
108.864058000	108864058	0.000000000
108.930036000	108930036	17.000000000
108.995556000	108995556	37.000000000
109.061092000	109061092	63.000000000
109.126614000	109126614	127.000000000
109.192132000	109192132	191.000000000
109.257668000	109257668	217.000000000
109.323204000	109323204	237.000000000
109.388740000	109388740	255.000000000
109.454276000	109454276	237.000000000
109.519812000	109519812	217.000000000
109.585348000	109585348	191.000000000
109.650900000	109650900	127.000000000
109.716452000	109716452	63.000000000
109.781988000	109781988	37.000000000
109.847540000	109847540	17.000000000
109.912635000	109912635	0.000000000
109.978611000	109978611	17.000000000
110.044131000	110044131	37.000000000
110.109667000	110109667	63.000000000
110.175189000	110175189	127.000000000
110.240707000	110240707	191.000000000
110.306243000	110306243	217.000000000
110.371779000	110371779	237.000000000
110.437315000	110437315	255.000000000
110.502851000	110502851	237.000000000
110.568387000	110568387	217.000000000
110.633923000	110633923	191.000000000
110.699475000	110699475	127.000000000
110.765027000	110765027	63.000000000
110.830563000	110830563	37.000000000
110.896115000	110896115	17.000000000
110.961210000	110961210	0.000000000
111.027188000	111027188	17.000000000
111.092708000	111092708	37.000000000
111.158244000	111158244	63.000000000
111.223766000	111223766	127.000000000
111.289284000	111289284	191.000000000
111.354820000	111354820	217.000000000
111.420356000	111420356	237.000000000
111.485892000	111485892	255.000000000
111.551428000	111551428	237.000000000
111.616964000	111616964	217.000000000
111.682500000	111682500	191.000000000
111.748052000	111748052	127.000000000
111.813604000	111813604	63.000000000
111.879140000	111879140	37.000000000
111.944692000	111944692	17.000000000
112.009787000	112009787	0.000000000
112.075763000	112075763	17.000000000
112.141283000	112141283	37.000000000
112.206819000	112206819	63.000000000
112.272341000	112272341	127.000000000
112.337859000	112337859	191.000000000
112.403395000	112403395	217.000000000
112.468931000	112468931	237.000000000
112.534467000	112534467	255.000000000
112.600003000	112600003	237.000000000
112.665539000	112665539	217.000000000
112.731075000	112731075	191.000000000
112.796627000	112796627	127.000000000
112.862179000	112862179	63.000000000
112.927715000	112927715	37.000000000
112.993267000	112993267	17.000000000
113.058362000	113058362	0.000000000
113.124340000	113124340	17.000000000
113.189860000	113189860	37.000000000
113.255396000	113255396	63.000000000
113.320918000	113320918	127.000000000
113.386436000	113386436	191.000000000
113.451972000	113451972	217.000000000
113.517508000	113517508	237.000000000
113.583044000	113583044	255.000000000
113.648580000	113648580	237.000000000
113.714116000	113714116	217.000000000
113.779652000	113779652	191.000000000
113.845204000	113845204	127.000000000
113.910756000	113910756	63.000000000
113.976292000	113976292	37.000000000
114.041844000	114041844	17.000000000
114.106939000	114106939	0.000000000
114.172915000	114172915	17.000000000
114.238435000	114238435	37.000000000
114.303971000	114303971	63.000000000
114.369493000	114369493	127.000000000
114.435011000	114435011	191.000000000
114.500547000	114500547	217.000000000
114.566083000	114566083	237.000000000
114.631619000	114631619	255.000000000
114.697155000	114697155	237.000000000
114.762691000	114762691	217.000000000
114.828227000	114828227	191.000000000
114.893779000	114893779	127.000000000
114.959331000	114959331	63.000000000
115.024867000	115024867	37.000000000
115.090419000	115090419	17.000000000
115.155514000	115155514	0.000000000
115.221492000	115221492	17.000000000
115.287012000	115287012	37.000000000
115.352548000	115352548	63.000000000
115.418070000	115418070	127.000000000
115.483588000	115483588	191.000000000
115.549124000	115549124	217.000000000
115.614660000	115614660	237.000000000
115.680196000	115680196	255.000000000
115.745732000	115745732	237.000000000
115.811268000	115811268	217.000000000
115.876804000	115876804	191.000000000
115.942356000	115942356	127.000000000
116.007908000	116007908	63.000000000
116.073444000	116073444	37.000000000
116.138996000	116138996	17.000000000
116.204091000	116204091	0.000000000
116.270067000	116270067	17.000000000
116.335587000	116335587	37.000000000
116.401123000	116401123	63.000000000
116.466645000	116466645	127.000000000
116.532163000	116532163	191.000000000
116.597699000	116597699	217.000000000
116.663235000	116663235	237.000000000
116.728771000	116728771	255.000000000
116.794307000	116794307	237.000000000
116.859843000	116859843	217.000000000
116.925379000	116925379	191.000000000
116.990931000	116990931	127.000000000
117.056483000	117056483	63.000000000
117.122019000	117122019	37.000000000
117.187571000	117187571	17.000000000
117.252666000	117252666	0.000000000
117.318644000	117318644	17.000000000
117.384164000	117384164	37.000000000
117.449700000	117449700	63.000000000
117.515222000	117515222	127.000000000
117.580740000	117580740	191.000000000
117.646276000	117646276	217.000000000
117.711812000	117711812	237.000000000
117.777348000	117777348	255.000000000
117.842884000	117842884	237.000000000
117.908420000	117908420	217.000000000
117.973956000	117973956	191.000000000
118.039508000	118039508	127.000000000
118.105060000	118105060	63.000000000
118.170596000	118170596	37.000000000
118.236148000	118236148	17.000000000
118.301243000	118301243	0.000000000
118.367219000	118367219	17.000000000
118.432739000	118432739	37.000000000
118.498275000	118498275	63.000000000
118.563797000	118563797	127.000000000
118.629315000	118629315	191.000000000
118.694851000	118694851	217.000000000
118.760387000	118760387	237.000000000
118.825923000	118825923	255.000000000
118.891459000	118891459	237.000000000
118.956995000	118956995	217.000000000
119.022531000	119022531	191.000000000
119.088083000	119088083	127.000000000
119.153635000	119153635	63.000000000
119.219171000	119219171	37.000000000
119.284723000	119284723	17.000000000
119.349818000	119349818	0.000000000
119.415796000	119415796	17.000000000
119.481316000	119481316	37.000000000
119.546852000	119546852	63.000000000
119.612374000	119612374	127.000000000
119.677892000	119677892	191.000000000
119.743428000	119743428	217.000000000
119.808964000	119808964	237.000000000
119.874500000	119874500	255.000000000
119.940036000	119940036	237.000000000
120.005572000	120005572	217.000000000
120.071108000	120071108	191.000000000
120.136660000	120136660	127.000000000
120.202212000	120202212	63.000000000
120.267748000	120267748	37.000000000
120.333300000	120333300	17.000000000
120.398395000	120398395	0.000000000
120.464371000	120464371	17.000000000
120.529891000	120529891	37.000000000
120.595427000	120595427	63.000000000
120.660949000	120660949	127.000000000
120.726467000	120726467	191.000000000
120.792003000	120792003	217.000000000
120.857539000	120857539	237.000000000
120.923075000	120923075	255.000000000
120.988611000	120988611	237.000000000
121.054147000	121054147	217.000000000
121.119683000	121119683	191.000000000
121.185235000	121185235	127.000000000
121.250787000	121250787	63.000000000
121.316323000	121316323	37.000000000
121.381875000	121381875	17.000000000
121.446970000	121446970	0.000000000
121.512948000	121512948	17.000000000
121.578468000	121578468	37.000000000
121.644004000	121644004	63.000000000
121.709526000	121709526	127.000000000
121.775044000	121775044	191.000000000
121.840580000	121840580	217.000000000
121.906116000	121906116	237.000000000
121.971652000	121971652	255.000000000
122.037188000	122037188	237.000000000
122.102724000	122102724	217.000000000
122.168260000	122168260	191.000000000
122.233812000	122233812	127.000000000
122.299364000	122299364	63.000000000
122.364900000	122364900	37.000000000
122.430452000	122430452	17.000000000
122.495547000	122495547	0.000000000
122.561523000	122561523	17.000000000
122.627043000	122627043	37.000000000
122.692579000	122692579	63.000000000
122.758101000	122758101	127.000000000
122.823619000	122823619	191.000000000
122.889155000	122889155	217.000000000
122.954691000	122954691	237.000000000
123.020227000	123020227	255.000000000
123.085763000	123085763	237.000000000
123.151299000	123151299	217.000000000
123.216835000	123216835	191.000000000
123.282387000	123282387	127.000000000
123.347939000	123347939	63.000000000
123.413475000	123413475	37.000000000
123.479027000	123479027	17.000000000
123.544122000	123544122	0.000000000
123.610100000	123610100	17.000000000
123.675620000	123675620	37.000000000
123.741156000	123741156	63.000000000
123.806678000	123806678	127.000000000
123.872196000	123872196	191.000000000
123.937732000	123937732	217.000000000
124.003268000	124003268	237.000000000
124.068804000	124068804	255.000000000
124.134340000	124134340	237.000000000
124.199876000	124199876	217.000000000
124.265412000	124265412	191.000000000
124.330964000	124330964	127.000000000
124.396516000	124396516	63.000000000
124.462052000	124462052	37.000000000
124.527604000	124527604	17.000000000
124.592699000	124592699	0.000000000
124.658675000	124658675	17.000000000
124.724195000	124724195	37.000000000
124.789731000	124789731	63.000000000
124.855253000	124855253	127.000000000
124.920771000	124920771	191.000000000
124.986307000	124986307	217.000000000
125.051843000	125051843	237.000000000
125.117379000	125117379	255.000000000
125.182915000	125182915	237.000000000
125.248451000	125248451	217.000000000
125.313987000	125313987	191.000000000
125.379539000	125379539	127.000000000
125.445091000	125445091	63.000000000
125.510627000	125510627	37.000000000
125.576179000	125576179	17.000000000
125.641274000	125641274	0.000000000
125.707252000	125707252	17.000000000
125.772772000	125772772	37.000000000
125.838308000	125838308	63.000000000
125.903830000	125903830	127.000000000
125.969348000	125969348	191.000000000
126.034884000	126034884	217.000000000
126.100420000	126100420	237.000000000
126.165956000	126165956	255.000000000
126.231492000	126231492	237.000000000
126.297028000	126297028	217.000000000
126.362564000	126362564	191.000000000
126.428116000	126428116	127.000000000
126.493668000	126493668	63.000000000
126.559204000	126559204	37.000000000
126.624756000	126624756	17.000000000
126.689851000	126689851	0.000000000
126.755827000	126755827	17.000000000
126.821347000	126821347	37.000000000
126.886883000	126886883	63.000000000
126.952405000	126952405	127.000000000
127.017923000	127017923	191.000000000
127.083459000	127083459	217.000000000
127.148995000	127148995	237.000000000
127.214531000	127214531	255.000000000
127.280067000	127280067	237.000000000
127.345603000	127345603	217.000000000
127.411139000	127411139	191.000000000
127.476691000	127476691	127.000000000
127.542243000	127542243	63.000000000
127.607779000	127607779	37.000000000
127.673331000	127673331	17.000000000
127.738426000	127738426	0.000000000
127.804404000	127804404	17.000000000
127.869924000	127869924	37.000000000
127.935460000	127935460	63.000000000
128.000982000	128000982	127.000000000
128.066500000	128066500	191.000000000
128.132036000	128132036	217.000000000
128.197572000	128197572	237.000000000
128.263108000	128263108	255.000000000
128.328644000	128328644	237.000000000
128.394180000	128394180	217.000000000
128.459716000	128459716	191.000000000
128.525268000	128525268	127.000000000
128.590820000	128590820	63.000000000
128.656356000	128656356	37.000000000
128.721908000	128721908	17.000000000
128.787003000	128787003	0.000000000
128.852979000	128852979	17.000000000
128.918499000	128918499	37.000000000
128.984035000	128984035	63.000000000
129.049557000	129049557	127.000000000
129.115075000	129115075	191.000000000
129.180611000	129180611	217.000000000
129.246147000	129246147	237.000000000
129.311683000	129311683	255.000000000
129.377219000	129377219	237.000000000
129.442755000	129442755	217.000000000
129.508291000	129508291	191.000000000
129.573843000	129573843	127.000000000
129.639395000	129639395	63.000000000
129.704931000	129704931	37.000000000
129.770483000	129770483	17.000000000
129.835578000	129835578	0.000000000
129.901556000	129901556	17.000000000
129.967076000	129967076	37.000000000
130.032612000	130032612	63.000000000
130.098134000	130098134	127.000000000
130.163652000	130163652	191.000000000
130.229188000	130229188	217.000000000
130.294724000	130294724	237.000000000
130.360260000	130360260	255.000000000
130.425796000	130425796	237.000000000
130.491332000	130491332	217.000000000
130.556868000	130556868	191.000000000
130.622420000	130622420	127.000000000
130.687972000	130687972	63.000000000
130.753508000	130753508	37.000000000
130.819060000	130819060	17.000000000
130.884155000	130884155	0.000000000
130.950131000	130950131	17.000000000
131.015651000	131015651	37.000000000
131.081187000	131081187	63.000000000
131.146709000	131146709	127.000000000
131.212227000	131212227	191.000000000
131.277763000	131277763	217.000000000
131.343299000	131343299	237.000000000
131.408835000	131408835	255.000000000
131.474371000	131474371	237.000000000
131.539907000	131539907	217.000000000
131.605443000	131605443	191.000000000
131.670995000	131670995	127.000000000
131.736547000	131736547	63.000000000
131.802083000	131802083	37.000000000
131.867635000	131867635	17.000000000
131.932730000	131932730	0.000000000
131.998708000	131998708	17.000000000
132.064228000	132064228	37.000000000
132.129764000	132129764	63.000000000
132.195286000	132195286	127.000000000
132.260804000	132260804	191.000000000
132.326340000	132326340	217.000000000
132.391876000	132391876	237.000000000
132.457412000	132457412	255.000000000
132.522948000	132522948	237.000000000
132.588484000	132588484	217.000000000
132.654020000	132654020	191.000000000
132.719572000	132719572	127.000000000
132.785124000	132785124	63.000000000
132.850660000	132850660	37.000000000
132.916212000	132916212	17.000000000
132.981307000	132981307	0.000000000
133.047283000	133047283	17.000000000
133.112803000	133112803	37.000000000
133.178339000	133178339	63.000000000
133.243861000	133243861	127.000000000
133.309379000	133309379	191.000000000
133.374915000	133374915	217.000000000
133.440451000	133440451	237.000000000
133.505987000	133505987	255.000000000
133.571523000	133571523	237.000000000
133.637059000	133637059	217.000000000
133.702595000	133702595	191.000000000
133.768147000	133768147	127.000000000
133.833699000	133833699	63.000000000
133.899235000	133899235	37.000000000
133.964787000	133964787	17.000000000
134.029882000	134029882	0.000000000
134.095860000	134095860	17.000000000
134.161380000	134161380	37.000000000
134.226916000	134226916	63.000000000
134.292438000	134292438	127.000000000
134.357956000	134357956	191.000000000
134.423492000	134423492	217.000000000
134.489028000	134489028	237.000000000
134.554564000	134554564	255.000000000
134.620100000	134620100	237.000000000
134.685636000	134685636	217.000000000
134.751172000	134751172	191.000000000
134.816724000	134816724	127.000000000
134.882276000	134882276	63.000000000
134.947812000	134947812	37.000000000
135.013364000	135013364	17.000000000
135.078459000	135078459	0.000000000
135.144435000	135144435	17.000000000
135.209955000	135209955	37.000000000
135.275491000	135275491	63.000000000
135.341013000	135341013	127.000000000
135.406531000	135406531	191.000000000
135.472067000	135472067	217.000000000
135.537603000	135537603	237.000000000
135.603139000	135603139	255.000000000
135.668675000	135668675	237.000000000
135.734211000	135734211	217.000000000
135.799747000	135799747	191.000000000
135.865299000	135865299	127.000000000
135.930851000	135930851	63.000000000
135.996387000	135996387	37.000000000
136.061939000	136061939	17.000000000
136.127034000	136127034	0.000000000
136.193012000	136193012	17.000000000
136.258532000	136258532	37.000000000
136.324068000	136324068	63.000000000
136.389590000	136389590	127.000000000
136.455108000	136455108	191.000000000
136.520644000	136520644	217.000000000
136.586180000	136586180	237.000000000
136.651716000	136651716	255.000000000
136.717252000	136717252	237.000000000
136.782788000	136782788	217.000000000
136.848324000	136848324	191.000000000
136.913876000	136913876	127.000000000
136.979428000	136979428	63.000000000
137.044964000	137044964	37.000000000
137.110516000	137110516	17.000000000
137.175611000	137175611	0.000000000
137.241587000	137241587	17.000000000
137.307107000	137307107	37.000000000
137.372643000	137372643	63.000000000
137.438165000	137438165	127.000000000
137.503683000	137503683	191.000000000
137.569219000	137569219	217.000000000
137.634755000	137634755	237.000000000
137.700291000	137700291	255.000000000
137.765827000	137765827	237.000000000
137.831363000	137831363	217.000000000
137.896899000	137896899	191.000000000
137.962451000	137962451	127.000000000
138.028003000	138028003	63.000000000
138.093539000	138093539	37.000000000
138.159091000	138159091	17.000000000
138.224186000	138224186	0.000000000
138.290164000	138290164	17.000000000
138.355684000	138355684	37.000000000
138.421220000	138421220	63.000000000
138.486742000	138486742	127.000000000
138.552260000	138552260	191.000000000
138.617796000	138617796	217.000000000
138.683332000	138683332	237.000000000
138.748868000	138748868	255.000000000
138.814404000	138814404	237.000000000
138.879940000	138879940	217.000000000
138.945476000	138945476	191.000000000
139.011028000	139011028	127.000000000
139.076580000	139076580	63.000000000
139.142116000	139142116	37.000000000
139.207668000	139207668	17.000000000
139.272763000	139272763	0.000000000
139.338739000	139338739	17.000000000
139.404259000	139404259	37.000000000
139.469795000	139469795	63.000000000
139.535317000	139535317	127.000000000
139.600835000	139600835	191.000000000
139.666371000	139666371	217.000000000
139.731907000	139731907	237.000000000
139.797443000	139797443	255.000000000
139.862979000	139862979	237.000000000
139.928515000	139928515	217.000000000
139.994051000	139994051	191.000000000
140.059603000	140059603	127.000000000
140.125155000	140125155	63.000000000
140.190691000	140190691	37.000000000
140.256243000	140256243	17.000000000
140.321338000	140321338	0.000000000
140.387316000	140387316	17.000000000
140.452836000	140452836	37.000000000
140.518372000	140518372	63.000000000
140.583894000	140583894	127.000000000
140.649412000	140649412	191.000000000
140.714948000	140714948	217.000000000
140.780484000	140780484	237.000000000
140.846020000	140846020	255.000000000
140.911556000	140911556	237.000000000
140.977092000	140977092	217.000000000
141.042628000	141042628	191.000000000
141.108180000	141108180	127.000000000
141.173732000	141173732	63.000000000
141.239268000	141239268	37.000000000
141.304820000	141304820	17.000000000
141.369915000	141369915	0.000000000
141.435891000	141435891	17.000000000
141.501411000	141501411	37.000000000
141.566947000	141566947	63.000000000
141.632469000	141632469	127.000000000
141.697987000	141697987	191.000000000
141.763523000	141763523	217.000000000
141.829059000	141829059	237.000000000
141.894595000	141894595	255.000000000
141.960131000	141960131	237.000000000
142.025667000	142025667	217.000000000
142.091203000	142091203	191.000000000
142.156755000	142156755	127.000000000
142.222307000	142222307	63.000000000
142.287843000	142287843	37.000000000
142.353395000	142353395	17.000000000
142.418490000	142418490	0.000000000
142.484468000	142484468	17.000000000
142.549988000	142549988	37.000000000
142.615524000	142615524	63.000000000
142.681046000	142681046	127.000000000
142.746564000	142746564	191.000000000
142.812100000	142812100	217.000000000
142.877636000	142877636	237.000000000
142.943172000	142943172	255.000000000
143.008708000	143008708	237.000000000
143.074244000	143074244	217.000000000
143.139780000	143139780	191.000000000
143.205332000	143205332	127.000000000
143.270884000	143270884	63.000000000
143.336420000	143336420	37.000000000
143.401972000	143401972	17.000000000
143.467067000	143467067	0.000000000
143.533043000	143533043	17.000000000
143.598563000	143598563	37.000000000
143.664099000	143664099	63.000000000
143.729621000	143729621	127.000000000
143.795139000	143795139	191.000000000
143.860675000	143860675	217.000000000
143.926211000	143926211	237.000000000
143.991747000	143991747	255.000000000
144.057283000	144057283	237.000000000
144.122819000	144122819	217.000000000
144.188355000	144188355	191.000000000
144.253907000	144253907	127.000000000
144.319459000	144319459	63.000000000
144.384995000	144384995	37.000000000
144.450547000	144450547	17.000000000
144.515642000	144515642	0.000000000
144.581620000	144581620	17.000000000
144.647140000	144647140	37.000000000
144.712676000	144712676	63.000000000
144.778198000	144778198	127.000000000
144.843716000	144843716	191.000000000
144.909252000	144909252	217.000000000
144.974788000	144974788	237.000000000
145.040324000	145040324	255.000000000
145.105860000	145105860	237.000000000
145.171396000	145171396	217.000000000
145.236932000	145236932	191.000000000
145.302484000	145302484	127.000000000
145.368036000	145368036	63.000000000
145.433572000	145433572	37.000000000
145.499124000	145499124	17.000000000
145.564219000	145564219	0.000000000
145.630195000	145630195	17.000000000
145.695715000	145695715	37.000000000
145.761251000	145761251	63.000000000
145.826773000	145826773	127.000000000
145.892291000	145892291	191.000000000
145.957827000	145957827	217.000000000
146.023363000	146023363	237.000000000
146.088899000	146088899	255.000000000
146.154435000	146154435	237.000000000
146.219971000	146219971	217.000000000
146.285507000	146285507	191.000000000
146.351059000	146351059	127.000000000
146.416611000	146416611	63.000000000
146.482147000	146482147	37.000000000
146.547699000	146547699	17.000000000
146.612794000	146612794	0.000000000
146.678772000	146678772	17.000000000
146.744292000	146744292	37.000000000
146.809828000	146809828	63.000000000
146.875350000	146875350	127.000000000
146.940868000	146940868	191.000000000
147.006404000	147006404	217.000000000
147.071940000	147071940	237.000000000
147.137476000	147137476	255.000000000
147.203012000	147203012	237.000000000
147.268548000	147268548	217.000000000
147.334084000	147334084	191.000000000
147.399636000	147399636	127.000000000
147.465188000	147465188	63.000000000
147.530724000	147530724	37.000000000
147.596276000	147596276	17.000000000
147.661371000	147661371	0.000000000
147.727347000	147727347	17.000000000
147.792867000	147792867	37.000000000
147.858403000	147858403	63.000000000
147.923925000	147923925	127.000000000
147.989443000	147989443	191.000000000
148.054979000	148054979	217.000000000
148.120515000	148120515	237.000000000
148.186051000	148186051	255.000000000
148.251587000	148251587	237.000000000
148.317123000	148317123	217.000000000
148.382659000	148382659	191.000000000
148.448211000	148448211	127.000000000
148.513763000	148513763	63.000000000
148.579299000	148579299	37.000000000
148.644851000	148644851	17.000000000
148.709946000	148709946	0.000000000
148.775924000	148775924	17.000000000
148.841444000	148841444	37.000000000
148.906980000	148906980	63.000000000
148.972502000	148972502	127.000000000
149.038020000	149038020	191.000000000
149.103556000	149103556	217.000000000
149.169092000	149169092	237.000000000
149.234628000	149234628	255.000000000
149.300164000	149300164	237.000000000
149.365700000	149365700	217.000000000
149.431236000	149431236	191.000000000
149.496788000	149496788	127.000000000
149.562340000	149562340	63.000000000
149.627876000	149627876	37.000000000
149.693428000	149693428	17.000000000
149.758523000	149758523	0.000000000
149.824499000	149824499	17.000000000
149.890019000	149890019	37.000000000
149.955555000	149955555	63.000000000
150.021077000	150021077	127.000000000
